Date,Open,High,Low,Close,Adj Close,Volume
2020-04-10,156.358994,156.492203,141.512512,144.847427,144.847427,16441218347
2020-04-11,144.963135,147.380173,142.013031,144.681122,144.681122,12395492210
2020-04-12,144.696091,150.247238,142.947754,147.416473,147.416473,13835497922
2020-04-13,147.030640,147.057205,138.954987,143.091583,143.091583,15075826369
2020-04-14,143.161545,146.761215,142.708679,143.468826,143.468826,13403313977
2020-04-15,143.440826,146.592819,140.158401,140.570206,140.570206,12996065046
2020-04-16,140.490906,159.533081,138.125580,158.546280,158.546280,21099121716
2020-04-17,158.658676,160.275803,156.155823,157.850342,157.850342,15371943534
2020-04-18,157.831482,172.818787,157.831482,171.874908,171.874908,18538223818
2020-04-19,171.827072,172.964478,165.628296,167.146240,167.146240,17620730941
2020-04-20,167.022247,171.236496,156.887527,158.584030,158.584030,19574066167
2020-04-21,158.326828,161.528549,157.450638,159.109909,159.109909,15160286401
2020-04-22,159.047913,169.855392,158.278931,168.964127,168.964127,16650932676
2020-04-23,168.983200,174.896042,166.568039,171.720291,171.720291,19745461154
2020-04-24,171.899811,176.145279,171.899811,174.862320,174.862320,15513279599
2020-04-25,174.835022,181.843826,174.143951,180.663757,180.663757,16873848225
2020-04-26,180.569778,184.229034,179.999207,182.353561,182.353561,16944867783
2020-04-27,182.499756,184.358246,178.669235,182.205276,182.205276,17248384595
2020-04-28,182.250351,183.551941,179.971497,183.163391,183.163391,16817145885
2020-04-29,183.209366,201.177490,182.753220,199.482315,199.482315,24270117509
2020-04-30,199.427994,209.461563,188.560516,189.696579,189.696579,25666527191
2020-05-01,189.970413,198.228226,189.860001,193.103317,193.103317,18764435272
2020-05-02,193.113220,194.553741,191.877762,194.083099,194.083099,16459404143
2020-05-03,194.107162,197.639359,188.104446,192.483673,192.483673,18678690078
2020-05-04,192.445084,193.373688,182.032135,190.913467,190.913467,20728387179
2020-05-05,190.765808,194.128571,188.318695,190.795288,190.795288,17536044734
2020-05-06,190.524887,195.817596,188.938797,188.952591,188.952591,18837816404
2020-05-07,188.820236,197.996796,187.096848,195.907883,195.907883,21774032589
2020-05-08,195.823746,199.377548,192.601669,194.184845,194.184845,18639874441
2020-05-09,194.322144,195.742447,190.576218,192.881134,192.881134,17274106310
2020-05-10,192.837433,192.837433,166.547806,174.000839,174.000839,23260048003
2020-05-11,174.030930,176.790085,167.220840,172.010651,172.010651,18554958644
2020-05-12,171.977798,176.560638,171.824295,174.541397,174.541397,14659150140
2020-05-13,174.598190,185.025375,174.485825,184.074905,184.074905,15760247530
2020-05-14,183.796036,188.976974,182.181213,187.793472,187.793472,18645744115
2020-05-15,187.799301,188.395813,179.095734,180.770599,180.770599,15341859075
2020-05-16,180.762039,187.376404,179.734634,185.441315,185.441315,14211471008
2020-05-17,185.378235,193.383713,184.910599,191.478439,191.478439,14299411990
2020-05-18,191.497940,199.527710,191.455551,196.556656,196.556656,15953191493
2020-05-19,196.629852,196.629852,192.570892,195.351730,195.351730,13129721708
2020-05-20,195.347275,196.254395,189.431870,191.349380,191.349380,11594236489
2020-05-21,191.378906,192.832870,176.469223,182.551895,182.551895,12154370003
2020-05-22,182.509445,191.359589,180.854279,190.054733,190.054733,11046824147
2020-05-23,190.077942,193.006226,188.334656,191.453949,191.453949,9784391066
2020-05-24,191.473816,193.197617,185.524643,185.524643,185.524643,10848272049
2020-05-25,185.169205,189.412766,183.981445,188.349457,188.349457,9554209481
2020-05-26,188.294250,188.754715,182.489212,183.898682,183.898682,9253797159
2020-05-27,183.890213,189.595779,183.810852,189.595779,189.595779,9650321800
2020-05-28,189.615753,198.886337,187.432724,198.456772,198.456772,11024574898
2020-05-29,198.533173,202.421204,195.911423,198.716843,198.716843,11045306480
2020-05-30,198.754745,219.669586,196.978287,218.230988,218.230988,13532096641
2020-05-31,218.236206,219.761536,206.967026,207.760559,207.760559,11005186765
2020-06-01,207.656723,223.037567,207.403976,222.007065,222.007065,12540426945
2020-06-02,221.860046,225.944763,208.704453,212.072662,212.072662,12321135254
2020-06-03,212.230133,217.344986,210.090103,217.344986,217.344986,8777992750
2020-06-04,217.279083,219.215683,211.404419,215.533966,215.533966,8968220480
2020-06-05,215.466248,218.213379,213.163666,213.641876,213.641876,8231338549
2020-06-06,213.623596,217.846222,212.305328,214.259705,214.259705,7186710804
2020-06-07,214.239120,217.084534,209.294846,216.588364,216.588364,8432245672
2020-06-08,216.598358,218.198715,213.906616,217.891403,217.891403,7144908272
2020-06-09,217.772095,219.562775,214.981186,216.100311,216.100311,7452902587
2020-06-10,216.021454,218.744888,213.640091,217.704788,217.704788,7736169505
2020-06-11,217.795914,219.344452,203.638870,205.254044,205.254044,10946043447
2020-06-12,205.185654,211.764038,203.465057,210.970917,210.970917,7878505589
2020-06-13,211.016586,212.513977,209.579010,212.261429,212.261429,6345062412
2020-06-14,212.314148,212.432556,207.234024,208.080444,208.080444,6612103226
2020-06-15,208.030319,206.823349,196.886795,202.804642,202.804642,9293177252
2020-06-16,202.657700,209.072327,201.545868,208.073425,208.073425,7070500354
2020-06-17,208.141068,210.003830,204.129196,207.266068,207.266068,6849971945
2020-06-18,207.150803,208.531433,204.384949,207.089020,207.089020,5990294834
2020-06-19,206.958572,207.223083,202.366852,203.173843,203.173843,6213488603
2020-06-20,203.029007,207.069565,202.767670,205.123886,205.123886,5594194910
2020-06-21,205.071884,207.883652,204.336029,204.885208,204.885208,5010881210
2020-06-22,204.897339,216.463593,204.860886,215.040359,215.040359,8050351859
2020-06-23,215.043747,216.522095,213.178772,215.822632,215.822632,5856111325
2020-06-24,215.861328,219.469864,206.541901,209.568710,209.568710,7835327587
2020-06-25,209.506836,209.726364,204.796768,207.625290,207.625290,6248448886
2020-06-26,207.565567,208.535263,204.526947,204.726318,204.726318,6406935974
2020-06-27,204.693741,207.249512,196.615891,198.751038,198.751038,6167190069
2020-06-28,198.710648,203.777313,195.642548,200.772614,200.772614,5529157106
2020-06-29,200.785324,204.517059,197.578476,202.897186,202.897186,5980502039
2020-06-30,202.695847,204.971664,200.370804,201.446381,201.446381,5424443591
2020-07-01,201.285782,206.850357,200.180481,205.401367,205.401367,5744627261
2020-07-02,205.557327,206.330780,200.707367,204.113174,204.113174,5527624962
2020-07-03,204.048004,204.360214,199.971008,200.391632,200.391632,4542440973
2020-07-04,200.303986,204.583466,200.207443,203.711945,203.711945,4649452550
2020-07-05,203.624863,204.407913,199.695267,202.410675,202.410675,4705132909
2020-07-06,202.428818,214.039017,201.606079,213.488754,213.488754,7763870760
2020-07-07,213.013504,214.317688,207.763428,212.039673,212.039673,5713060841
2020-07-08,212.114578,219.128357,211.391891,217.578003,217.578003,8725864662
2020-07-09,217.647049,217.619385,212.271439,215.278366,215.278366,7467010245
2020-07-10,215.147308,215.244598,210.260742,213.249786,213.249786,6443350307
2020-07-11,213.302704,213.729843,210.901443,211.909958,211.909958,4993866279
2020-07-12,211.911240,215.319656,210.416168,214.070084,214.070084,5831912148
2020-07-13,214.114441,216.141510,209.957764,211.174789,211.174789,6863711392
2020-07-14,211.501785,212.423660,209.623291,210.535278,210.535278,6448503409
2020-07-15,210.475815,211.549393,207.880951,208.822769,208.822769,5420910942
2020-07-16,208.846756,209.450745,203.450241,205.119171,205.119171,5120109139
2020-07-17,205.163513,205.184677,203.861023,203.687622,203.687622,5127650485
2020-07-18,203.759888,206.959183,203.267776,206.031616,206.031616,4722343636
2020-07-19,206.009293,209.008743,204.103210,208.386108,208.386108,5462340963
2020-07-20,208.392532,209.465591,205.211884,206.108810,206.108810,4888144492
2020-07-21,206.239166,213.507751,205.736053,212.380249,212.380249,5900037298
2020-07-22,212.398056,227.250107,210.336487,226.697647,226.697647,6659439465
2020-07-23,226.868835,238.943298,225.361420,236.894577,236.894577,8866703920
2020-07-24,236.923599,245.531693,231.778564,239.536392,239.536392,8120847986
2020-07-25,239.374207,263.160461,239.374207,260.857605,260.857605,9252729053
2020-07-26,260.544983,271.435425,257.606964,265.703949,265.703949,10300561237
2020-07-27,265.716217,281.244507,265.716217,273.226837,273.226837,13294693023
2020-07-28,273.495117,277.062439,262.281677,270.189056,270.189056,10543751884
2020-07-29,270.102142,275.862183,267.128204,270.029816,270.029816,9232234498
2020-07-30,269.990875,285.800995,268.478729,281.754059,281.754059,9960049634
2020-07-31,281.793732,295.965118,276.928314,293.370026,293.370026,10213775297
2020-08-01,293.577148,330.125305,291.699890,327.028015,327.028015,11924186526
2020-08-02,327.325287,349.125854,303.208862,314.640228,314.640228,16051309510
2020-08-03,315.032532,337.451233,313.333862,328.505402,328.505402,10914584712
2020-08-04,328.387451,340.891235,326.602417,330.001526,330.001526,11923380880
2020-08-05,329.862152,342.395599,327.107361,338.256927,338.256927,10844915421
2020-08-06,338.251282,339.691467,330.582703,332.597473,332.597473,9519625940
2020-08-07,332.820557,335.980408,312.245148,321.925201,321.925201,10816733334
2020-08-08,321.958038,334.203339,320.090302,334.203339,334.203339,7924486923
2020-08-09,335.321228,339.080566,327.284393,331.983032,331.983032,8022064474
2020-08-10,331.916016,338.583344,331.916016,337.256622,337.256622,9955156782
2020-08-11,337.262726,339.135437,315.933197,324.120697,324.120697,10900096079
2020-08-12,323.847809,331.810547,313.827789,331.566193,331.566193,10521931987
2020-08-13,331.408447,366.383179,321.007599,362.837311,362.837311,15639585188
2020-08-14,362.782715,375.534821,358.617554,369.347473,369.347473,12720841076
2020-08-15,369.486938,373.027740,362.996002,365.934875,365.934875,10484413299
2020-08-16,365.931213,368.392914,350.508392,365.988800,365.988800,10266915978
2020-08-17,366.146698,373.049377,356.240082,361.717285,361.717285,11138809760
2020-08-18,361.833801,364.181580,351.654175,354.534119,354.534119,10024229498
2020-08-19,354.592102,357.347900,334.876648,343.187134,343.187134,11092214659
2020-08-20,343.436310,353.006134,341.163269,350.819305,350.819305,8460501592
2020-08-21,350.574127,352.695374,328.465210,329.893921,329.893921,9988383111
2020-08-22,329.813171,336.131104,324.556763,335.595764,335.595764,8589952963
2020-08-23,335.364899,336.151306,326.443298,331.734772,331.734772,6897121883
2020-08-24,331.984375,347.202454,329.979553,346.046295,346.046295,8757355275
2020-08-25,345.984802,346.368378,316.666473,324.448639,324.448639,10500989536
2020-08-26,324.428680,331.679565,320.960785,326.411224,326.411224,8418468142
2020-08-27,326.532623,333.512207,317.374329,323.757324,323.757324,8848649862
2020-08-28,323.754730,334.292236,322.685028,332.526794,332.526794,7661184100
2020-08-29,332.369659,340.667847,330.103088,335.884857,335.884857,7372191266
2020-08-30,335.628876,359.972290,335.621887,359.386322,359.386322,9405837754
2020-08-31,359.481354,367.622742,353.006134,364.466309,364.466309,10701401203
2020-09-01,364.294312,408.849213,361.729340,400.060516,400.060516,15818502313
2020-09-02,400.023590,403.529419,358.546906,371.420593,371.420593,16621106298
2020-09-03,371.588959,379.881470,321.857941,325.746216,325.746216,16573848100
2020-09-04,324.901367,339.700714,315.045715,327.961670,327.961670,14146900298
2020-09-05,327.790405,332.971893,267.591003,283.206604,283.206604,25240781803
2020-09-06,283.269501,303.896637,269.506500,298.573792,298.573792,23357554144
2020-09-07,298.648132,302.536469,275.992279,298.397034,298.397034,18414194424
2020-09-08,298.844452,300.865570,279.440338,286.908447,286.908447,15289850275
2020-09-09,287.097809,304.202637,282.035980,297.462524,297.462524,12325096566
2020-09-10,297.733032,316.978149,297.463989,311.266968,311.266968,26569711380
2020-09-11,311.281006,317.898651,300.475800,316.291046,316.291046,23041545235
2020-09-12,316.206451,327.105713,310.480896,326.805786,326.805786,11222120231
2020-09-13,327.089539,328.305420,299.084381,308.777618,308.777618,12674687734
2020-09-14,308.887054,323.576965,302.113556,317.894287,317.894287,14776770244
2020-09-15,317.797516,321.172760,306.828156,307.997986,307.997986,13625913565
2020-09-16,307.917603,314.983643,301.392273,309.931549,309.931549,13647045556
2020-09-17,309.976837,332.566010,309.315277,328.287476,328.287476,16792915785
2020-09-18,328.556061,330.546051,317.993347,324.622772,324.622772,11915495696
2020-09-19,324.350067,326.930878,319.876404,325.636963,325.636963,9332590981
2020-09-20,325.682220,325.682220,310.053772,313.207916,313.207916,10375916214
2020-09-21,313.501099,316.771881,286.212128,290.503479,290.503479,14787778937
2020-09-22,290.450562,294.516083,287.307037,294.253937,294.253937,10875404209
2020-09-23,294.355865,295.707489,272.428253,275.016541,275.016541,10334621289
2020-09-24,275.044678,301.064606,272.971039,299.269379,299.269379,11530724396
2020-09-25,299.274933,307.807434,291.424530,302.779968,302.779968,10535914430
2020-09-26,303.097565,306.031464,299.298889,305.175720,305.175720,9488671801
2020-09-27,304.850708,311.267853,300.128326,307.123718,307.123718,9853830029
2020-09-28,307.114655,314.649109,303.957764,303.975342,303.975342,10364443705
2020-09-29,303.996185,307.194366,301.426270,306.565735,306.565735,8760605093
2020-09-30,306.547791,307.975159,301.889771,307.114929,307.114929,8337353000
2020-10-01,307.099823,313.932343,295.817841,300.778198,300.778198,10525172544
2020-10-02,300.768768,302.207794,287.851135,295.750732,295.750732,11049038367
2020-10-03,295.725128,300.099335,294.345947,296.424042,296.424042,7339383711
2020-10-04,296.382080,302.414703,294.782959,301.303375,301.303375,7942564608
2020-10-05,301.238464,303.076172,298.635590,300.508453,300.508453,8426139524
2020-10-06,300.390289,301.502991,288.485229,290.547302,290.547302,9796069303
2020-10-07,290.607361,291.133331,286.144745,290.776154,290.776154,8955761474
2020-10-08,290.755066,299.999207,286.053497,298.680725,298.680725,9782511002
2020-10-09,298.734375,311.697876,296.499969,309.440643,309.440643,10167822514
2020-10-10,308.896271,319.729553,308.814758,313.559601,313.559601,11510996637
2020-10-11,313.526520,318.867096,312.596405,317.493591,317.493591,10650637907
2020-10-12,317.203033,334.462616,310.859161,328.225769,328.225769,13432261172
2020-10-13,327.727753,328.208313,319.780670,324.634644,324.634644,12115965386
2020-10-14,325.299500,329.193604,318.512726,323.110931,323.110931,11851174071
2020-10-15,322.862457,324.604614,317.304260,322.415344,322.415344,12782584300
2020-10-16,322.779816,324.500366,309.642975,312.576477,312.576477,12521514841
2020-10-17,312.394409,315.636658,311.130371,314.858002,314.858002,9347948728
2020-10-18,314.748413,323.249329,314.237610,322.794434,322.794434,9428382137
2020-10-19,323.012848,325.248108,319.086426,322.842682,322.842682,10886096742
2020-10-20,322.659210,323.363953,310.843445,312.061707,312.061707,11616889947
2020-10-21,311.996216,337.803680,311.690521,330.912231,330.912231,17078718603
2020-10-22,330.320465,355.374725,330.212952,350.180206,350.180206,13348717708
2020-10-23,350.415771,353.588348,340.408020,345.430450,345.430450,12017895396
2020-10-24,345.430908,351.190582,343.816162,347.698883,347.698883,10285980728
2020-10-25,347.698883,351.662292,342.167450,342.862000,342.862000,9191716261
2020-10-26,342.862183,347.461578,324.826569,333.548950,333.548950,12834000117
2020-10-27,333.548859,346.407623,330.616455,342.895721,342.895721,11832054967
2020-10-28,342.895752,347.068756,324.410400,330.794647,330.794647,13002329001
2020-10-29,330.794922,337.210419,325.819611,331.158936,331.158936,11063869699
2020-10-30,331.159058,335.316162,321.316895,327.885315,327.885315,11723820794
2020-10-31,327.885376,336.553436,326.521454,331.055847,331.055847,9657005075
2020-11-01,331.055878,340.812225,329.835724,340.466522,340.466522,8998014252
2020-11-02,340.464630,346.467682,327.147095,329.158447,329.158447,12024896112
2020-11-03,329.157867,331.291809,318.676941,329.544403,329.544403,10702901897
2020-11-04,329.545288,347.936127,324.000031,342.729950,342.729950,12891366085
2020-11-05,342.730743,353.122986,337.653381,350.396606,350.396606,13066408342
2020-11-06,350.396088,384.198029,349.235596,382.950500,382.950500,14096482097
2020-11-07,382.953247,392.169067,360.824951,366.936249,366.936249,15894159868
2020-11-08,366.941040,385.520264,364.780884,381.374725,381.374725,9495279797
2020-11-09,381.390991,384.488800,368.529846,375.645569,375.645569,11590264720
2020-11-10,375.648407,383.353668,372.079315,380.490570,380.490570,10230119271
2020-11-11,380.490601,402.156067,380.270233,393.018768,393.018768,11948961925
2020-11-12,393.017914,395.838318,383.023315,390.556763,390.556763,10909478472
2020-11-13,390.556946,401.508209,387.134064,401.009003,401.009003,11145424037
2020-11-14,401.009003,401.461029,382.725220,388.777832,388.777832,8712578985
2020-11-15,388.777893,389.491119,371.855103,377.830292,377.830292,8702555227
2020-11-16,377.830200,391.418213,376.233704,387.824432,387.824432,9647321746
2020-11-17,391.590485,406.451843,388.562317,404.906067,404.906067,12300809531
2020-11-18,404.894897,414.382477,392.295349,404.784760,404.784760,15094625106
2020-11-19,404.782196,405.338928,393.661194,397.477844,397.477844,10512703222
2020-11-20,397.478729,433.309937,397.478729,429.917542,429.917542,15712456916
2020-11-21,429.917572,464.066742,425.278656,463.441956,463.441956,17506724265
2020-11-22,463.441956,488.602783,433.948425,470.321930,470.321930,18513126458
2020-11-23,470.314697,515.208923,464.305908,513.788330,513.788330,23029168901
2020-11-24,513.846375,523.186401,500.599487,507.573029,507.573029,19568201274
2020-11-25,507.576660,508.584686,469.620270,478.902527,478.902527,16857640492
2020-11-26,478.758423,482.756561,407.490021,435.568359,435.568359,26113895823
2020-11-27,435.826019,445.496643,416.239807,432.578674,432.578674,14069306399
2020-11-28,432.665344,458.087677,424.720642,449.883698,449.883698,12345826469
2020-11-29,449.912750,481.842987,444.666046,480.960632,480.960632,12544913494
2020-11-30,480.959839,515.362976,476.983704,515.048035,515.048035,16985749691
2020-12-01,515.238892,530.968811,477.643829,486.546417,486.546417,22515380310
2020-12-02,486.494537,500.892883,479.570862,493.925507,493.925507,13936752453
2020-12-03,494.013702,512.096191,485.480469,507.780090,507.780090,13294305385
2020-12-04,507.791656,509.413208,469.686768,469.745117,469.745117,13479312289
2020-12-05,469.739716,492.116699,464.492584,492.116699,492.116699,11134171465
2020-12-06,492.094604,500.527496,482.066620,496.620056,496.620056,9315833555
2020-12-07,496.527740,497.415741,482.978058,488.702820,488.702820,8852222744
2020-12-08,488.750275,490.780060,456.277161,458.170654,458.170654,11890469186
2020-12-09,458.141907,477.774872,439.427368,474.795410,474.795410,13127445698
2020-12-10,474.816040,475.541382,453.015472,460.886841,460.886841,9612196221
2020-12-11,460.887451,461.363739,443.794098,450.640289,450.640289,9163795504
2020-12-12,450.459656,473.380585,450.184753,469.440460,469.440460,7046600401
2020-12-13,469.475586,490.258453,466.136749,485.990417,485.990417,7475651237
2020-12-14,483.881714,486.710266,474.539612,477.306610,477.306610,7719577600
